sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	vote	mace
aaaa	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	 , a society based on the values of political freedom , economic opportunity , individual worth and equal justice . &#34	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	491	illustration	63	An accompanying	illustration	pictures Hillary taking the oath of office for the presidency while Bill watches in the background .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	492	invention	63	Recent archaeological finds antedate Cai Lun 's putative	invention	by centuries : the oldest paper artifact being a 3 rd-c . BCE map recovered from a tomb in Fangmatan in 1986 .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	430	invention	54	In fact , the hammock was an Amerindian	invention	that remains with us today ; it is an object which , more than any other , evokes an image of a warm sunny day on a tropical isle .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	52	discount	6	Lawyers	discount	their usual rate by 20 % after that .	PROC	PROC	RES	PROC	PROC	PROC	PROC	PROC
aaaa	58	discount	7	Bargaining at outdoor stalls , something of a tourist pastime for the straw ladies , might get you a	discount	0	PROC	RES	RES	RES	PROC	RES	RES	RES
aaaa	34	discount	4	The gas station nearest our campus has just announced a policy of senior citizen	discounts	on Wednesday afternoons .	RES	RES	RES	RES	RES	DOT	RES	DOT
aaaa	23	discount	3	Similarly , 3 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	4	discount	1	Rate ( s ) and justification : Three levels of presort	discounts	based on processing costs bypassed because of worksharing by mailers .	RES	PROC	RES	PROC	DOT	RES	DOT	DOT
aaaa	68	discount	8	The large department stores have fixed prices , but elsewhere you should ask whether there is a	discount	 , especially if you buy several items in one shop .	PROC	PROC	RES	RES	RES	RES	RES	RES
aaaa	75	discount	9	The profit incentive for the Postal Service to decrease the	discount	is less when the no-shift own-price elasticity of the workshare category is greater than that of the basic category .	RES	RES	RES	RES	RES	PROC	RES	RES
aaaa	485	invention	62	News predicts that living machines will be the great	invention	of the 21 st century .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	188	construction	22	The	construction	phase is considered complete when the owner accepts occupancy of the facility , although final completion of construction may continue for months ( or even years ) until all discrepancies have been identified , resolved , and mutually agreed upon .	PROC	PROC	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	178	construction	21	After all , all known life on earth is based on the complex webs of chemical reactions = DNA , RNA , proteins , metabolism , linked cycles of	construction	and destruction = that form the life cycles of cells .	PROC	PROC	RES	PROC	PROC	PROC	PROC	PROC
aaaa	167	construction	20	The large Cyclopean Walls - huge rough-hewn blocks of granite laid one atop another with extreme precision - are so called because their enemies could not believe that humans could be responsible for the	construction	and gave the credit to the one-eyed giant of myth .	DOT	DOT	PROC	DOT	PROC	PROC	PROC	DOT
aaaa	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	PROC	PROC	RES	RES	RES	RES	RES
aaaa	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	PROC	PROC	RES	PROC	RES	PROC	PROC
aaaa	207	construction	24	This difference is likely due to the different RT reaction conditions used in these two library	construction	protocols [ 1 , 2 ] .	PROC	PROC	PROC	DOT	PROC	RES	PROC	PROC
aaaa	246	construction	29	The rule contains information collection requirements regarding contract proposal contents , programmatic reports and data requirements , property donation procedures and	construction	contracts .	DOT	RES	DOT	RES	RES	PROC	RES	RES
aaaa	71	simulation	8	These	simulations	are not predictions of what will happen in the future as policymakers would likely take action to prevent damaging out-year fiscal and economic consequences .	DOT	PROC	PROC	PROC	DOT	DOT	PROC	DOT
aaaa	271	acquisition	32	The landmark	acquisition	in December of 75 rare and important hanging scrolls and folding screens is evidence of the commitment to build the IMA 's permanent collection of world art .	RES	PROC	PROC	RES	RES	PROC	PROC	PROC
aaaa	155	purchase	18	Woks and any other gadgets essential for Chinese cookery make good	purchases	0	RES	DOT	PROC	RES	PROC	RES	DOT	DOT
aaaa	162	purchase	19	Customers rarely inform the sales clerk in a typical retail store if a desired product is out of stock ; they either buy a different product or leave the store without making a	purchase	0	DOT	PROC	PROC	RES	DOT	RES	DOT	DOT
aaaa	138	purchase	16	If the lust of a shopper 's eye is slaked by actual	purchase	 , her willing feet accept the challenge , her active spirit expands .	RES	RES	RES	RES	PROC	PROC	RES	PROC
aaaa	86	purchase	10	Another way to generate profits is to buy up hospitals cheap--though regulation and competition have made it harder to lowball	purchase	prices .	PROC	RES	PROC	RES	PROC	RES	RES	RES
aaaa	92	purchase	11	The NYT reports that travel agents are really chafing over airlines ' discounts for Internet ticket	purchases	0	RES	RES	RES	DOT	PROC	RES	RES	DOT
aaaa	104	purchase	12	A welldefined organizational structure and flow of work , appropriate separation of responsibilities , and clearly written policies and procedures governing	purchase	authorization , receipt of goods and services , and examination and approval of invoices for payment .	DOT	DOT	PROC	DOT	PROC	PROC	PROC	DOT
aaaa	114	purchase	13	Also , three weeks after the murder , a bookkeeper at a Boulder hardware store notified police that a man named John had called wanting copies of receipts for	purchases	charged by Patsy Ramsey .	RES	RES	RES	PROC	PROC	RES	RES	RES
aaaa	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	RES	RES	DOT	PROC	RES	RES	DOT
aaaa	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	RES	PROC	PROC	RES	PROC	PROC	PROC
aaaa	304	acquisition	36	Other flexibilities , such as ones for	acquisitions	and contracting , are included in the President 's proposal .	PROC	RES	RES	DOT	PROC	PROC	DOT	PROC
aaaa	289	acquisition	34	This report looks at the core of the	acquisition	process , specifically product development and ways to successfully design and manufacture the product .	PROC	PROC	PROC	RES	PROC	PROC	PROC	PROC
aaaa	280	acquisition	33	The third section covers payments to vendors for the	acquisition	of goods and services and the fourth section covers payments to employees for government travel .	DOT	PROC	PROC	PROC	PROC	RES	PROC	PROC
aaaa	78	simulation	9	Computer	simulations	also enable us to study the behaviors of both algorithms under noise disturbance .	DOT	RES	PROC	PROC	DOT	PROC	PROC	DOT
aaaa	262	acquisition	31	However , for ease of tissue	acquisition	 , an optimal surrogate end-point biomarker in a prevention setting needs to be modulated in normal or premalignant tissues .	PROC	PROC	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	251	acquisition	30	It is a cooperative association of 20 federal agencies with interests and responsibilities related to all aspects of facility design , 	acquisition	 , management , maintenance , and evaluation .	PROC	PROC	PROC	RES	RES	PROC	PROC	PROC
aaaa	40	simulation	4	But it is also not possible to recover whole aggregations of worms and to keep them alive in the lab for biochemical and biogeochemical measurements-this would require	simulation	of seepage under pressure .	PROC	PROC	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	65	simulation	7	Nevertheless , the	simulations	demonstrate that at levels of spike-skew consistent with our experience , scaled frequency is as accurate as globally normalized AD s ; this observation is robust to changes in the model parameters .	RES	PROC	DOT	RES	RES	RES	RES	RES
aaaa	9	simulation	1	Also , an article criticizes the FDA 's sloth , and says that computer	simulations	and small early-stage clinical trials could speed the drug-approval process .	PROC	RES	PROC	PROC	RES	DOT	DOT	DOT
aaaa	19	simulation	2	To test this , Bergman and Siegal ( 2003 ) used numerical	simulations	of a complex network of ten genes in which each gene is capable of influencing the expression of other genes as well as itself ( Figure 1 A ) .	DOT	RES	RES	RES	DOT	RES	RES	DOT
aaaa	321	acquisition	38	In order to review an	acquisition	that is using prototypes , the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	PROC	PROC	RES	RES	RES	RES	RES
aaaa	392	reference	48	All this is heady stuff , indeed , and although Learning Disabilities does not treat all of them in depth , it provides a thorough overview of its subject , extremely useful not only as an introduction to the field but as an important source book for those who wish to probe further : the bibliography alone contains close to a thousand	references	0	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	195	purchase	22	Enlistment begins with the $ 500	purchase	of a Gore- Tex jacket and rain pants , and thereafter requires monthly tithes for boots , socks , gloves , goggles , trekking poles , interior-frame backpacks , gas stoves , and a really cool wrist altimeter .	DOT	PROC	PROC	DOT	PROC	PROC	PROC	PROC
aaaa	174	reference	20	Both statistics ( local Moran and scan ) use randomization techniques that &#34 sprinkle &#34 morbidity values over the study area in order to construct	reference	distributions under the null hypothesis .	PROC	RES	PROC	RES	PROC	DOT	DOT	DOT
aaaa	185	reference	21	The regulatory agency should be consulted before	reference	toxicant ( s ) are selected and used .	PROC	RES	DOT	RES	RES	PROC	RES	RES
aaaa	196	reference	22	If auditors report separately , the audit report should contain a	reference	to the separate report containing this	RES	RES	PROC	RES	RES	RES	RES	RES
aaaa	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	 , while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	RES	RES	RES	PROC	RES	RES	RES
aaaa	231	reference	26	Even if Americans read his books , they do n't know much about him , and in any case , the current scandal is much too convoluted , with all its	references	to a previous scandal 12 years ago , to generate much coverage here .	RES	RES	RES	RES	DOT	RES	RES	DOT
aaaa	16	imitation	2	Bush , it seems , has become an Austin Powers fanatic , enlivening his contentless campaign travels with dead-on	imitations	of Dr . Evil .	PROC	DOT	RES	RES	PROC	RES	RES	DOT
aaaa	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841 , the son of an impoverished tailor and a dressmaker , Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	RES	PROC	DOT	RES	RES	RES	RES
aaaa	60	imitation	7	This is the place to buy souvenirs of all the	imitation	food you ve seen in restaurant windows , together with Japanese-style plates , bowls , glasses , sake sets , lacquerware , giant paper lanterns , and a million other things you never expected to see for sale .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	36	imitation	4	They have spawned a dozen	imitation	groups-- Spiced Girls , SpicE Girls , Nice 'n' Spicey , Five Spice Girls , among others--who do nothing but perform Spice Girls songs while wearing Spice Girls clothes .	DOT	DOT	RES	PROC	RES	RES	RES	DOT
aaaa	45	imitation	5	Often delightfully tacky , from plastic castanets and flamenco dolls to	imitation	wineskins and even bullfight posters printed with your own name .	RES	RES	PROC	RES	PROC	RES	RES	RES
aaaa	419	simulation	52	Computer	simulations	were used to study their noise tolerances , and to determine the minimum number of probes required for chip analysis .	DOT	RES	RES	PROC	PROC	DOT	DOT	DOT
aaaa	346	instruction	41	Following protocol , he initially gave announcements to those floors that had generated computerized alarms , advising those tenants to descend to points of safety-at least two floors below the smoke or fire-and to wait there for further	instructions	0	PROC	PROC	RES	DOT	RES	RES	RES	DOT
aaaa	362	instruction	43	The third and fourth steps are conducted individually and consist of a personal interview , and	instruction	0	PROC	RES	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	423	simulation	53	In a similar vein , Presley might want to check out the Globe 's computer	simulation	of what her ex might look like today without plastic surgery .	RES	RES	RES	PROC	RES	RES	RES	RES
aaaa	461	damage	59	That 's wrong , because you can ( if you wish ) buy a $ 10 , 000 Treasury bill that will bring all your interest payments right back to you--thereby , in effect , taxing yourself to pay off the debt right away , and limiting your	damage	to the initial $ 10 , 000 .	RES	RES	PROC	PROC	RES	DOT	DOT	DOT
aaaa	161	invention	19	&#34 If you go back far enough , I guarantee that the defenders of cultural normalcy were terrified by the	invention	of the toaster , &#34 retorts Joel Achenbach on the Washington Post Web site .	PROC	RES	RES	PROC	PROC	PROC	PROC	PROC
aaaa	103	invention	12	Vance has achieved something extraordinary : the	invention	of nearly 1700 interesting new words , a number sufficient to justify his own dictionary .	RES	RES	PROC	PROC	PROC	RES	PROC	PROC
aaaa	113	invention	13	Nonstate actors are not , of course , an	invention	of the ' 90 s .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	85	invention	10	Among the rooms devoted to the history of science and technology , one gallery is reserved for Leonardo s	inventions	 , displayed as models constructed from his notebooks .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	91	invention	11	She suspects it 's more what Amazon 's	invention	reveals about shopping nowadays : that it takes place inside an endless hall of mirrors .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	147	invention	17	But even this tiny	invention	 , this tiny exaptation , could not readily have been finitely prestated .	RES	RES	RES	RES	RES	PROC	RES	RES
aaaa	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	RES	RES	PROC	PROC	PROC	PROC	PROC
aaaa	130	invention	15	The effort on history says , &#34 The best	invention	of the millennium is widely considered to be the printing press , which is obvious and right .	RES	DOT	RES	RES	RES	PROC	RES	DOT
aaaa	156	simulation	18	Also , 	simulations	using contaminant data located close to the true mode ( 67 thpercentile ) showed that mode estimators performed poorly under those conditions , as noted elsewhere [ 2 ] , especially with the normal and coarse original distributions .	RES	PROC	RES	DOT	RES	RES	RES	DOT
aaaa	163	simulation	19	The	simulations	were based on three assumptions : ( i ) only two alleles are involved in the comparison for a given gene ; ( ii ) the populations are in Hardy- Weinberg equilibrium ; and ( iii ) genotypes will be obtained from 230 cases and 400 controls .	PROC	PROC	RES	DOT	RES	PROC	DOT	PROC
aaaa	131	simulation	15	Without a detailed	simulation	of the electricity sector , it is impossible to determine precisely which plants would respond on the margin .	DOT	PROC	RES	DOT	PROC	RES	DOT	PROC
aaaa	105	simulation	12	The remarkably similar shapes of the two surfaces demonstrate a convergence of	simulation	and regression approaches to estimating the behavior of delivery costs with postal density and volume per address as cost drivers .	PROC	PROC	PROC	RES	RES	PROC	PROC	PROC
aaaa	115	simulation	13	( Benjamin Franklin and , before him , Cotton Mather left	simulations	in their writings of the speech of some American blacks that anticipate vernacular renderings today . )	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	94	simulation	11	In the first set of tests , the data were generated by	simulations	of the model	PROC	PROC	RES	RES	RES	PROC	RES	PROC
aaaa	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	RES	RES	PROC	PROC	PROC	PROC	PROC
aaaa	385	purchase	47	For Shehhi 's ticket	purchase	 , see FBI report , &#34 Hijackers Timeline , &#34 Dec . 5 , 2003 ( Apr .	DOT	PROC	RES	PROC	RES	PROC	PROC	PROC
aaaa	406	discount	51	* Results calculated using three percent	discount	rate as recommended by EPA 's Guidelines for Economic Analysis ( US EPA , 2000 a ) .	PROC	PROC	PROC	RES	PROC	RES	PROC	PROC
aaaa	413	discount	52	The malls combine	discount	shopping , high-tech amusement arcades , theme restaurants , and 24 - 30 screen multiplexes showing the same teen-sex comedies , but on 24 - 30 screens .	RES	PROC	RES	PROC	PROC	RES	PROC	PROC
aaaa	427	discount	54	As previously mentioned , the e-rate	discount	wo n't cover any portion of the hardware bill either , leaving the local community responsible for PCs , modems , and training for teachers and supervisors .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	436	discount	55	Conversely , the mailer could increase his volume if the	discount	and the associated service are offered .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	PROC	RES	RES	PROC	RES	RES	PROC
aaaa	458	approval	59	Study	approval		DOT	RES	DOT	RES	PROC	PROC	DOT	PROC
aaaa	408	simulation	51	In our	simulations	 , we used the labor input assumptions of the Social Security Administration actuaries underlying the intermediate projections in	PROC	PROC	RES	PROC	DOT	PROC	PROC	DOT
aaaa	410	approval	52	The Department has requested , but has not yet received an OMB	approval	of the information collection requirements of the rule .	RES	RES	PROC	RES	RES	DOT	RES	DOT
aaaa	420	approval	53	An article says President Clinton owes his high	approval	ratings to our celebrity-oriented culture .	DOT	RES	RES	RES	PROC	DOT	RES	DOT
aaaa	425	approval	54	The House Judiciary Committee 's	approval	of a fourth article of impeachment and rejection of a censure proposal dominate the front pages of the Sunday papers .	DOT	DOT	PROC	RES	PROC	RES	DOT	DOT
aaaa	434	approval	55	All studies were performed in accordance with appropriate human participants '	approval	according to Stanford University Institutional Review Board guidelines .	PROC	PROC	RES	RES	RES	PROC	RES	PROC
aaaa	440	approval	56	A blockbuster drug with that kind of hazard associated with it could be associated with tens of thousands of deaths a year , and it would never be detected in studies of the kind that we routinely submit and are the basis for	approval	0	PROC	PROC	RES	PROC	PROC	RES	PROC	PROC
aaaa	446	approval	57	And Clinton 's	approval	rating is higher than the rating for his policies ( an ass-backward situation , in Chatterbox 's view , since Clinton-the-person is usually much easier to hate than Clinton-the-policymaker ) .	DOT	RES	RES	RES	PROC	RES	RES	RES
aaaa	499	purchase	64	Notwithstanding any other provision of the Act , no State or political subdivision thereof shall restrict or interfere with the transfer , sale , or	purchase	of allowances	PROC	RES	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	470	purchase	60	Management describes the costs of the new process , with the exception of the	purchase	cost of the compressor , as minor .	RES	RES	PROC	PROC	DOT	RES	DOT	DOT
aaaa	486	purchase	62	His	purchase	of MCA was financially disastrous : The DuPont Corp . shares that he sold to buy the entertainment conglomerate have since gained $ 9 billion in value .	RES	RES	DOT	RES	RES	PROC	RES	RES
aaaa	355	illustration	42	Hopkins provides the following	illustration	: We have been doing shelf screens , in which we go back to our collection of mutants to find all those that affect the development of a single organ .	DOT	RES	PROC	RES	RES	RES	RES	RES
aaaa	445	simulation	56	The unit costs ( expressed in seconds and normalized as explained ) are estimated by an engineering model 19 to allow for	simulations	over variations of traffic .	PROC	PROC	RES	PROC	PROC	RES	PROC	PROC
aaaa	344	illustration	41	The creative process itself is demystified through displays of artists ' working tools and	illustrations	of artistic technique , as in the National Gallery of Art 's Winslow Homer show .	PROC	RES	RES	PROC	RES	RES	RES	RES
aaaa	378	illustration	46	The	illustrations	are colorful ( green and black , to be specific ) and invariably illustrate the literal senses of idioms , which are by nature figurative : in other words , the illustration for raise the roof shows someone lifting the roof off a house .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	383	illustration	47	Is it cavalier to dismiss this past week as a simple	illustration	that humans sometimes act like sheep ?	PROC	RES	RES	RES	RES	RES	RES	RES
aaaa	371	illustration	45	The paintings chosen as	illustrations	tend to be darker , less academic , more complicated .	RES	RES	RES	RES	PROC	RES	RES	RES
aaaa	390	illustration	48	However , security managers at each organization agreed that the 16 practices outlined in the following	illustration	 , which relate to the five risk management principles , were key to the effectiveness of their programs .	RES	RES	PROC	RES	RES	PROC	RES	RES
aaaa	454	illustration	58	An	illustration	: In most states , if I were your employer I could fire you just because I do n't like you , even though there 's no good reason for my dislike .	DOT	RES	RES	RES	PROC	RES	RES	RES
aaaa	282	classification	33	Section 3623 ( a ) directs the Postal Service to file a request with the Postal Rate Commission for a recommended decision on establishing a mail	classification	schedule within two years of the Reorganization Act 's effective date .	PROC	PROC	PROC	RES	PROC	RES	PROC	PROC
aaaa	273	classification	32	While learning to predict this	classification	is not relevant here , the underlying task is effectively one of feature selection .	DOT	RES	PROC	RES	DOT	PROC	DOT	DOT
aaaa	264	classification	31	The most common	classifications	of proteins are the fold , superfamily and family [ 14 ] ; each class is a subset of the one before , and groups proteins with increasing similarity .	RES	PROC	RES	PROC	RES	RES	RES	PROC
aaaa	253	classification	30	It is the opinion of the authors that precancers should have a biological	classification	0	DOT	RES	RES	RES	PROC	PROC	RES	PROC
aaaa	327	classification	39	The data elements of the	classification	are instances of the precancer domain and the properties of the domain instances .	DOT	RES	PROC	RES	DOT	DOT	RES	DOT
aaaa	14	damage	2	Critical maintenance &#34 refers to maintenance that , if not performed , could lead to irreparable	damage	to the assets or to unusability .	RES	RES	RES	RES	PROC	RES	RES	RES
aaaa	22	damage	3	For example , critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves , this seemed revolting , an invitation to brain	damage	0	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	3	damage	1	The rebellion of October 1911 , which was inspired by Dr . Sun Yat-sen , began in Wuchang , and Hankou suffered heavy	damage	in the fighting .	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	57	damage	7	This low frequency of end-organ renal	damage	suggests a potential predisposition to this complication .	DOT	RES	DOT	PROC	RES	RES	RES	RES
aaaa	33	damage	4	This suggests that this agent can prevent oxidative stress induced RPE	damage	0	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	43	damage	5	After DNA	damage	 , Rad 26 - GFP localized to numerous smaller foci called speckles ( compare Figures 1 Band 5 A ) .	PROC	RES	PROC	RES	RES	RES	RES	RES
aaaa	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new , probably soulless species , just as apes once became humans by the	invention	of the tool .	PROC	PROC	PROC	PROC	RES	RES	PROC	PROC
aaaa	67	damage	8	The extent of nerve	damage	was independently rated by 3 investigators ( MGA , RSS , SWMJ ) who were unaware of the animals age and of each other 's classification of the tissue .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	438	invention	55	I imagine Magnolia will get widely divergent reviews ( I know of one national critic who has put it on his &#34 10 worst &#34 list ) , but I thought it struck the right note to close this season of	invention	0	DOT	PROC	PROC	DOT	RES	RES	DOT	DOT
aaaa	416	invention	52	This time a prominent journalist claimed the word as his own	invention	 , and the lack of any evidence to the contrary meant that the claim rested unchallenged .	RES	DOT	RES	RES	RES	RES	RES	DOT
aaaa	404	invention	50	Some of the designs shown at the Met reflect a serious daring ; they are examples not just of amusing	invention	but also of rule-breaking .	DOT	DOT	RES	RES	PROC	DOT	RES	DOT
aaaa	219	imitation	25	The way they did it was simple :	imitation	0	PROC	RES	PROC	RES	PROC	PROC	PROC	PROC
aaaa	211	imitation	24	Given the figure , one might don slooghies tight-fitting trousers and loose jacket of	imitation	leather worn by up-to-date young people or young girls and baskets sports shoes of cloth with rubber soles .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	182	imitation	21	What was best about the undergraduate education I subsequently got at Yale was what was done in	imitation	of Chicago--a freshman year Great Books program , structured around discussion in small seminars .	PROC	PROC	RES	PROC	PROC	RES	PROC	PROC
aaaa	171	imitation	20	Set back behind tall trees off the rue des Jardins , the Anglican Holy Trinity Cathedral of 1804 , with its elegant spire , will be familiar to Londoners for its respectful	imitation	of St . Martin-in-the- Fields .	RES	RES	RES	RES	PROC	DOT	RES	DOT
aaaa	201	imitation	23	Did I feel better because I did n't have a brick of	imitation	banana in my stomach ? )	RES	RES	RES	RES	PROC	RES	RES	RES
aaaa	192	imitation	22	So , do we vote for virtuosity in	imitation	or virtuosity in itself ?	DOT	PROC	RES	PROC	RES	PROC	PROC	PROC
aaaa	249	imitation	29	Would-be Teamsters President Jimmy Hoffa is a pale	imitation	of his father , argues the cover profile .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	317	illustration	37	In the Second Edition , however , the designers took it upon themselves-merely for the sake of change , I believe-to lay a fine screen over every	illustration	( except the maps ) , thus losing much of the finical detail originally produced .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	306	illustration	36	Rather , they should be seen only as	illustrations	of the economic outcomes associated with alternative saving paths based on common demographic and economic assumptions .	RES	RES	RES	PROC	RES	PROC	RES	RES
aaaa	301	illustration	35	There are pre- Columbian pieces from Peru and Mexico , including two rare Mayan manuscripts ( cdices ) , replete with the mysterious symbols and delightful	illustrations	that have long fascinated scholars .	RES	RES	RES	RES	RES	PROC	RES	RES
aaaa	294	illustration	34	A classic	illustration	of the spillover problem is the Communications Decency Act , passed earlier this year in an attempt to stop &#34 indecency &#34 on the Internet .	DOT	RES	RES	RES	RES	PROC	RES	RES
aaaa	286	illustration	33	We conducted site visits to each participating organization and obtained supporting documentation , 	illustrations	 , and examples .	RES	RES	RES	RES	RES	RES	RES	RES
aaaa	276	illustration	32	On the cover , where the widely read &#34 lead &#34 review once began , there is now a reliably hideous full-page color	illustration	accompanied by a generic headline .	RES	RES	PROC	RES	RES	RES	RES	RES
aaaa	432	simulation	54	In each case , the p - values for the most enriched classes appeared highly significant compared to what would be expected , based on	simulation	results , in a randomly selected set of the same number of genes .	DOT	RES	RES	DOT	RES	PROC	RES	DOT
aaaa	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	PROC	RES	PROC	PROC	PROC	PROC	PROC
aaaa	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	RES	RES	PROC	DOT	RES	RES	DOT
aaaa	331	illustration	39	The definitions are quite good and straightforward , despite the facetious tone of the prefatory matter and the	illustrations	0	RES	PROC	RES	RES	RES	RES	RES	RES
aaaa	153	discount	18	Now , what happens when we give excessive	discounts	for some type of mail ?	RES	DOT	RES	PROC	DOT	RES	RES	DOT
aaaa	127	discount	15	Under current conventions the Postal Service sets prices for whole subclasses and cannot select specific customers for surcharges or	discounts	0	DOT	RES	RES	RES	RES	RES	RES	RES
aaaa	144	discount	17	The analysis places a monetary value of these health benefits ( at a 3 percent	discount	rate ) at an estimated $ 28 to $ 43 billion per year , including $ 2 .	DOT	RES	RES	RES	DOT	RES	RES	DOT
aaaa	83	discount	10	The medicines were purchased by the patients from the hospital pharmacy , the cost price of drugs in the hospital pharmacy being less than the open market price , ( the pharmacy buying medicines in bulk and passing the	discount	on to patients ) .	PROC	RES	RES	PROC	RES	RES	RES	RES
aaaa	99	discount	12	Third , the	discount	is allowed to change and estimates are made for the volume that shifts to or from being workshared .	PROC	RES	PROC	RES	RES	RES	RES	RES
aaaa	110	discount	13	From a welfare point of view , a type- 2	discount	situation is extremely attractive because the potential gains are large .	DOT	RES	RES	RES	DOT	PROC	RES	DOT
aaaa	265	construction	31	Also , Disney may be a hard-core , bottom-line business with a wealth of real estate and	construction	experience , but because the company has been an entertainment medium for so many generations of children , and been that before all else , I believe the Disney fathers would locate the company 's heart closer to education than town building .	PROC	PROC	PROC	PROC	RES	PROC	PROC	PROC
aaaa	274	construction	32	During	construction	of protein alignments using the WAT system [ 36 ] , short fragmented sequences were manually removed .	PROC	PROC	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	283	construction	33	That 's because the people who prefer a big chance of a small punishment go into punishing careers like	construction	work or coal mining instead of crime .	PROC	RES	PROC	PROC	PROC	PROC	PROC	PROC
aaaa	291	construction	34	Life expectancy is typically defined in terms of what demographers call a period survival curve , which is a purely artificial	construction	derived from the proportions of those of each age at the start of a given year who die during that year .	RES	RES	RES	PROC	RES	RES	RES	RES
aaaa	298	construction	35	So there is a last branch point during	construction	on the way both to the Lego house and the Lego house with the chimney .	PROC	PROC	PROC	PROC	DOT	PROC	PROC	PROC
aaaa	305	construction	36	The propagating union of work cum record cum measurement cum constraint	construction	 , the propagation of organization unfolding and diversifying , exhibits the very creativity of the universe .	DOT	PROC	PROC	RES	PROC	PROC	PROC	PROC
aaaa	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures , contract renewal procedures , conflicts of interest and	construction	management services .	PROC	PROC	PROC	PROC	RES	PROC	PROC	PROC
aaaa	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24 , 000 journeymen and apprentices .	PROC	RES	RES	RES	PROC	PROC	RES	PROC
aaaa	328	construction	39	For example , construction activities cannot commence until a	construction	permit is obtained .	DOT	PROC	PROC	PROC	RES	PROC	PROC	PROC
aaaa	482	discount	62	Why not give	discounts	based on cost avoidances promised in a previous rate or classification case but which savings were never captured by the Postal Service ?	RES	RES	PROC	RES	PROC	RES	RES	RES
aaaa	343	construction	41	But some of the main innovations of the 1940 s and 1950 s , including the creation of the Joint Chiefs of Staff and even the	construction	of the Pentagon itself , were undertaken in the midst of war .	PROC	PROC	RES	PROC	RES	PROC	PROC	PROC
aaaa	381	damage	47	Together with the Palazzo dei Priori , the cathedral sustained some	damage	from Umbria s 1997 earthquake .	PROC	RES	RES	PROC	PROC	PROC	PROC	PROC
