sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	VOTE	MACE
fffff	455	London	60	While several of the main British newspapers led Monday with the possibility of a	London	meeting , none of them took it as a done deal .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	215	Germany	28	Ramzi Binalshibh wired some funds withdrawn from Shehhi 's bank account in	Germany	 , a total of more than $ 10 , 000 in four transfers between June 13 and September 27 , 2000 .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	223	Germany	29	This is less than the direct subsidy of 99 billion lire ( $ 60 million ) the Italian government gives La Scala in Milan or the 87 million deutsche mark ( $ 52 million ) that	Germany	gives the Berlin Staatsoper , but is slightly more than the Royal Opera in London gets .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	136	London	19	The Times of	London	 , in an editorial expressing &#34 heartfelt sympathy &#34 for the people of Moscow--and also for the Russian administration &#34 lumbered with yet another crisis &#34 - - warned , nevertheless , against an abuse of power .	DOT	LOC	ORG	LOC	ORG	LOC	LOC	LOC
fffff	162	Germany	22	The second round of amplification utilized 0 . 5 to 1 g aRNA as starting material and resembled the first round , except for random hexamer pd ( N ) 6 ( Boehringer Mannheim , Igelheim , 	Germany	) used in the reverse-transcription reaction in place of the template-switch primer .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	170	Germany	23	Alas , all that the scientists at Los Alamos and in	Germany	seem to have come up with is a series of new metaphors to describe traffic jams .	LOC	ORG	LOC	LOC	ORG	LOC	LOC	LOC
fffff	141	Germany	20	Berlin boomed as the center of	Germany	s machine industry and was a perfect market for mass-circulation newspapers and big department stores such as KaDeWe ( Kaufhaus des Westens ) , founded in 1907 .	DOT	LOC	LOC	ORG	ORG	ORG	ORG	ORG
fffff	132	London	18	In early October , Moussaoui went to	London	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	198	Germany	26	France seemed less aware of the threat from Nazi	Germany	 , allowing Hitler to remilitarize the Rhineland in 1936 in breach of the Versailles Treaty , a step Hitler later said he had never dreamt of getting away with .	ORG	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	202	Germany	27	And it is no accident that the idea of revolution arose at a moment when the terrible fires of religious conflict had burnt out in Europe , and European thinkers had largely concluded that forcibly imposing possible Christian salvation on doctrinal enemies was not worth the enormous cost in blood and toil that two centuries of religious warfare had taken ( the Thirty Years ' War alone reduced the population of	Germany	by as much as 25 percent ) .	LOC	LOC	LOC	LOC	ORG	ORG	LOC	LOC
fffff	175	Germany	24	Refusing to get trapped in sterile quarrels over issues like borders and the treatment of minorities in such countries as Russia , Ukraine , Poland , and	Germany	53 .	DOT	LOC	ORG	LOC	LOC	ORG	LOC	ORG
fffff	184	Germany	25	Herr Schroeder may have won over	Germany	's inherently conservative voters with his talk of a ' new centre , ' but his election swings Europe firmly leftward . &#34	DOT	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	172	America	23	In an hour-long speech to GOPAC Monday night , he boasted about the Contract With	America	's influence in Mongolia .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	155	America	22	Book - - John Wayne 's	America	: The Politics of Celebrity , by Garry Wills ;	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	153	America	21	And here it is : director of an action / romance with	America	's favorite hero .	ORG	LOC	ORG	ORG	ORG	ORG	ORG	ORG
fffff	205	America	27		America	seems to be mistaking the opportunity of peace talks for the reality of a peace treaty .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	178	England	24	The giant publishing houses in	England	and America turning out hundreds of dictionaries of various sizes and kinds always regard objectivity and fidelity to actual usage as ideals and marketability as the end .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	173	America	24	Lately , however , her readers seem to have decided to become	America	's Nannies , mailing in all sorts of precatory silliness-- &#34 Eppie , tell your readers never to leave a dead fish alone in a car on a hot day with the windows rolled up ! &#34	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	220	America	29		America	is pragmatic and dedicated exclusively to the promotion of its own interests , the paper said , and it is time that Moscow realized this .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	208	America	28	&#34 It does not tell us what we need to know about	America	 , what a novel can tell us about the complex attitudes and allegiances of a time and a place . &#34	DOT	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	48	London	7	The Financial Times of	London	said Monday that Albania was trying to get diplomatic advantage from its acceptance of more than 320 , 000 Kosovar refugees by demanding quick entry into the European Union , overriding the usual criteria for membership .	DOT	DOT	LOC	ORG	ORG	ORG	ORG	ORG
fffff	462	Boston	61	For the past five years she has worked for Greater Boston Legal Services , based in	Boston	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	470	Boston	62	On July 30 , Shehri traveled alone from Fort Lauderdale to	Boston	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	493	Boston	65	An AP story running in both the Post and the NYT reports that last week a	Boston	man who suffered a heart attack became the first person on a domestic flight to have his life saved by a defibrillator , a device only recently available on U . S . airliners .	LOC	LOC	LOC	LOC	ORG	LOC	LOC	LOC
fffff	189	England	25	On 1 May 1707	England	and Scotland were formally joined together by the Act of Union - establishing the Union of Parliaments - and the United Kingdom was born .	ORG	DOT	ORG	ORG	ORG	LOC	ORG	ORG
fffff	414	Afghanistan	55	In February 1999 , Allen proposed flying a U- 2 mission over	Afghanistan	to build a baseline of intelligence outside the areas where the tribals had coverage .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	148	California	21	That analysis shows an annual estimated cost ( vehicle price increases ) of the national program for states other than	California	of $ 950 million , as opposed to the $ 350 million annual cost for the OTC program alone .	DOT	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	422	Afghanistan	56	In May 1999 , CIA assets in	Afghanistan	reported on Bin Ladin 's location in and around Kandahar over the course of five days and nights .	LOC	LOC	ORG	LOC	LOC	LOC	LOC	LOC
fffff	401	California	53	Time magazine headlined a story , &#34 Teen-agers on the Rampage , &#34 which detailed a weeklong outbreak of violence in high schools from Maine to	California	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	38	London	5	Gingrich also had the single most expensive free trip--a four-day jaunt to	London	that cost Atlantic Richfield $ 33 , 000 .	LOC	LOC	LOC	ORG	LOC	LOC	LOC	LOC
fffff	384	California	51	( And even if the only people who vote for Beatty are women who slept with him , he could make a strong showing in the	California	primary . )	DOT	LOC	LOC	LOC	ORG	ORG	LOC	LOC
fffff	379	California	50	This region has made significant progress in developing a comprehensive , integrated delivery system to provide high-quality services to clients throughout northern	California	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	408	California	54	Bryson , John M . , Strategic Planning for Public and Nonprofit Organizations : A Guide to Strengthening and Sustaining Organizational Achievement ( Jossey- Bass Publishers , San Francisco , 	California	 , 1991 ) .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	442	California	59	The issue manages to tear itself away from the lives of the rich and famous only once : An article chronicles the miserable lives of	California	's &#34 ghosts , &#34 the Mexican illegals who live in shacks outside San Diego .	DOT	ORG	LOC	DOT	ORG	DOT	ORG	DOT
fffff	434	California	58		California	voters are predicted to approve the amendment in March .	DOT	LOC	LOC	LOC	ORG	ORG	LOC	LOC
fffff	457	Canada	60	Israel botched an assassination attempt on a Hamas leader . According to various reports , Israel 1 ) infuriated Jordan by infiltrating that country and staging the attack there ; 2 ) infuriated	Canada	and other countries by forging Canadian passports for the Israeli agents ; 3 ) bungled the attack , leading to the agents ' arrest ; 4 ) was forced to release the founder of Hamas ( who was serving a life sentence ) and other Hamas prisoners from Israeli jails and to supply an antidote for the lethal nerve toxin used in the attack , in order to assuage Jordan 's anger ; and 5 ) aroused such fury at Israel and sympathy for Hamas that Yasser Arafat reportedly will have to release the Hamas prisoners he has rounded up and reopen Hamas institutions .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	192	Canada	26	The most unpopular PM in	Canada	's modem history , he introduced the Goods and Services Tax , a VAT-like national sales tax .	DOT	LOC	ORG	LOC	DOT	ORG	DOT	ORG
fffff	206	Canada	27	At the outbreak of war , 	Canada	s reputation for welcoming immigrants and refugees from all over the world was tarnished by the blocking of Communists and Jews from Hitler s Germany .	ORG	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	180	Canada	24		Canada	welcomed a new territory April 1 as Nunavut was carved from the eastern part of the Northwest Territories .	ORG	ORG	ORG	ORG	ORG	LOC	ORG	ORG
fffff	187	Canada	25	Leo Nkounga was the document broker and an illegal alien in	Canada	from Cameroon who failed to surrender himself for deportation in 1993 .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	163	Canada	22	This site highlights the reports and assessment guides associated with	Canada	's initiative to modernize its comptrollership function .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	168	Canada	23	Richard Gordon , Professor of Radiology at the University of Manitoba in Winnipeg , 	Canada	 , somewhat accidentally laid the foundations of diatom nanotechnology in 1988 when he was invited to give a lecture at an engineering conference .	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	146	Canada	20	This finding is very similar to a laboratory-based survey conducted in the mid- 1980 s in	Canada	where 52 % of the cases of cryptosporidiosis had traveled to Mexico [ 54 ] . There is , however , a possibility that ascertainment bias could be the reason that foreign travel was found to be a significant risk factor in our study .	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	154	Canada	21	Third , immigration law enforcement should be strengthened , and the INS should tighten controls on the Canadian border ( including stepping up U . S . -	Canada	cooperation ) .	ORG	ORG	DOT	ORG	ORG	ORG	ORG	ORG
fffff	99	Africa	14	Embassies in	Africa	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	210	Canada	28	Reimbursement for health care in	Canada	is largely provincial rather than federal ; therefore in order to derive &#34 national &#34 costs , it was necessary to adjust provincial data .	DOT	ORG	LOC	LOC	LOC	LOC	LOC	LOC
fffff	72	Africa	10	But it is not only those ideological empires ; the re-assertion of defensive primordial identities is taking place in	Africa	 , and Belgium , and even the United Kingdom .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	366	China	48	One of the pleasures of Shanghai is to stroll Nanjing Road , long the most famous shopping avenue in	China	 , to see what s new and what s old .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	374	China	49	Another seafarer , the American John Kendrick , launched the sandalwood trade in 1791 , when	China	had run out of its own supply .	ORG	LOC	ORG	ORG	ORG	ORG	ORG	ORG
fffff	111	London	15	Scotland so much but i could go back listen i could go back into	London	any day of the week and the beautiful thing about that is you could take a train out of London and head any direction it does n't make any difference and take these fabulous day trips and anywhere you go is interesting and uh the last time we went we found this really uh small kind of quaint hotel actually we found it over there on the trip before but stayed in it the last time that was reasonable reasonable and uh just used that as a base and then took day trips on the trains the train system is wonderful which makes me wonder when we 'll ever get our act together here in the US and have a and have a decent um uh transportation system but we 'd just take day trips and that was that was a nice way to do it	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	98	London	14	USA Today runs a four-column headline-- &#34 DIANA 'S DRIVER LEGALLY DRUNK &#34 - - across its top front , and gives the whole rest of its 1 A over to various Di-gressions : not just the drinking and the speeding , but also the funeral plans , a Prince William profile and a detail about the driver it credits to the Times of	London	 , reporting that just before speeding away from the Ritz he taunted photographers by telling them &#34 Catch me if you can . &#34	DOT	LOC	LOC	ORG	ORG	ORG	ORG	ORG
fffff	83	London	11	The United States finds them useful and is too polite to tell	London	how little weight it carries in the world .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	308	China	40	The Los Angeles Times leads with the concerns of U . S . foreign affairs experts ( mostly outside of , but some in , the government ) that Russia , 	China	 , and India might form an anti- U . S . alliance ( the story also uses the more loaded word &#34 axis &#34 ) .	ORG	ORG	LOC	ORG	ORG	ORG	ORG	ORG
fffff	316	China	41	Top priority was now assigned to the modernization of	China	s underdeveloped economy .	ORG	LOC	DOT	ORG	ORG	ORG	ORG	ORG
fffff	319	China	42	One of the darker attractions is the Exhibition Hall for the Ruins of the Japanese Troops Invading	China	 , site of a secret biological warfare center set up by the occupying Japanese forces in 1939 .	DOT	LOC	LOC	LOC	LOC	DOT	LOC	LOC
fffff	331	China	43	The papers note that the warrant is much more political than legal , in that the U . S . does not have an extradition treaty with	China	0	ORG	ORG	LOC	DOT	DOT	ORG	ORG	DOT
fffff	352	China	46	He often attended scientific conferences in	China	 , and hosted Chinese counterparts on visits to Los Alamos .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	359	China	47	The textile and apparel industries have often been intertwined in public policy discussions about international trade , the Uruguay round of trade negotiations , the role of World Trade Organization , NAFTA and its labor side-accords , the renewal of fast-track negotiating authority , imports from	China	and human rights standards , and so on .	LOC	LOC	ORG	LOC	DOT	ORG	DOT	ORG
fffff	254	Canada	33	On the downside , 	Canada	's economy is weaker than the United States ' , and Canadians have an inferiority complex about their southern neighbor .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	302	China	39	Engagement , coupled with an active military presence in the Far East , will keep	China	from endangering the world .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	267	China	35	In	China	 , for example , the big story had been the Chinese government 's self-proclaimed diplomatic triumphs , such as President Clinton 's visit to Beijing and Chinese President Jiang Zemin 's visits to Moscow and Tokyo ; in Russia it had been the collapse of the post- Soviet financial system and the humiliation of market reformers ; in Israel the disintegration of Benjamin Netanyahu 's government amid bitter divisions over the Middle East peace process ; in South Africa the report of the Truth and Reconciliation Commission on apartheid-era crimes ; in Germany the September election that ousted Chancellor Helmut Kohl and brought the Social Democrat Gerhard Schrder to power ; in Italy the country 's success in qualifying to join the new euro currency ; and in France its soccer team 's 3 - 0 victory over Brazil in the final of the World Cup .	LOC	LOC	LOC	DOT	ORG	LOC	LOC	LOC
fffff	261	China	34		China	will prosecute the leaders of Falun Gong . A government order excused most followers saying they had been brainwashed into joining a subversive political organization .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	288	China	37	And they do n't need to--the 13 missiles they supposedly have aimed at the United States have always been judged capable of hitting U . S . cities by the Pentagon ( though	China	's difficulty in commercial launches casts doubt on the Pentagon 's assessment ) .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	279	China	36	The story of the Western discovery of Macau begins in 1513 when Portuguese explorer , Jorge Alvares , reached the south coast of	China	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	236	China	31	So long as	China	continues to develop , Hong Kong will get a substantial chunk of that growth .	ORG	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	227	China	30	It is thought piatas originated in	China	and were brought to Sicily and Spain by the Arabs and to New Spain by the Spaniards .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	248	China	33	Boxwood , mahogany , or bamboo screens , chairs , and chests with elaborately carved designs re-create the atmosphere of old	China	0	DOT	DOT	ORG	LOC	ORG	ORG	ORG	ORG
fffff	240	China	32	He declares on both PBS 's NewsHour With Jim Lehrer and Capital Gang that the Clinton administration got away with berating India because the nation--unlike	China	 , Greece , and Israel--has no lobby in Washington .	DOT	ORG	LOC	ORG	ORG	ORG	ORG	ORG
fffff	193	Africa	26	The model was also tailored to take into account epidemiologic , demographic , and sociologic patterns in the eastern , central / western and southern regions of	Africa	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	483	Germany	64	To warn Jews to watch out for early warning signs of rising anti- Semitism in America--signs that were ignored in	Germany	0	DOT	LOC	LOC	LOC	ORG	LOC	LOC	LOC
fffff	491	Germany	65	( This is exactly what happened to Europe in the early 1990 s , when western	Germany	boomed while the rest of Europe slid into double-digit unemployment . )	DOT	LOC	ORG	DOT	ORG	ORG	ORG	ORG
fffff	474	Germany	62	A heroic uprising in 1943 , led by poorly armed Jews in the Warsaw ghetto , lasted a month until Nazi reinforcements annihilated it and reported back to	Germany	that Warsaw s Jewish quarter has ceased to exist .	ORG	ORG	ORG	DOT	LOC	ORG	ORG	ORG
fffff	458	Germany	60	Ocalan was arrested in Italy at	Germany	's request , but Bonn has now dropped its request for his extradition and has jointly proposed with Italy that he be tried for terrorist crimes by a currently nonexistent international tribunal .	ORG	ORG	ORG	ORG	ORG	LOC	ORG	ORG
fffff	461	Germany	61	The Weimar Constitution in	Germany	found this to be a perfectly natural way of formulating the commitment to equality : All Germans are equal before the Law .	DOT	LOC	LOC	ORG	LOC	DOT	LOC	LOC
fffff	496	America	65	&#34 As was illustrated by Watergate , the republic can certainly survive such traumas , &#34 the Telegraph said , &#34 but at a tremendous cost , especially to	America	's foreign relations .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	485	America	64	The exception that I have noted is in the naming of 0800 ( free ) numbers , where the practice in Britain follows that in	America	: oh , eight hundred .	LOC	LOC	LOC	LOC	ORG	LOC	LOC	LOC
fffff	477	America	63	The LAT and NYT describe Gates as the richest man in	America	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	464	America	61	Claiming that	America	had declared war against God and his messenger , they called for the murder of any American , anywhere on earth , as the &#34 individual duty for every Muslim who can do it in any country in which it is possible to do it . &#34	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	456	America	60	Were it not for the monopolistic traits of both Intel and Microsoft , I believe that the Japanese would have had a choke hold on this industry and destroyed the comeback that	America	has enjoyed in the last 10 years .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	263	Europe	35	As for identities , I suppose I could continue on the subject with a lengthy disquisition on the construction of national identities in early modern	Europe	 , drawn from my new book .	DOT	LOC	LOC	LOC	ORG	ORG	LOC	LOC
fffff	262	Europe	34	In Germany , Die Welt said in a front-page commentary on Kosovo that	Europe	will overcome its history only when it is able to preserve peace across the whole continent without the help of Richard Holbrooke .	ORG	ORG	ORG	ORG	DOT	ORG	ORG	ORG
fffff	285	Europe	37	oh there 's a whole lot of countries in	Europe	that do that Sweden Denmark Norway	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	281	Europe	36	I have traveled throughout	Europe	 , the Far East , and North America , but nowhere have I found more abbreviations and acronyms in use than in the U . S . , particularly in the medical field .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	237	Europe	31	The U . S . economy has grown faster than it did in 1998 , 	Europe	is now humming along nicely , Japan has crawled out of recession ( at least for the moment ) , and much of Asia is now moving again .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	224	Europe	30	The program teaches the value of &#34 secular , democratic government &#34 ; Iran wants to nullify these teachings , and gain a foothold in	Europe	through the Muslims .	DOT	LOC	ORG	ORG	LOC	LOC	LOC	ORG
fffff	251	Europe	33	( Bear in mind , of course , that equally cruel religious persecution of Catholics , Protestants , and Jews was quite common in	Europe	at that time . )	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	244	Europe	32	The westernmost territory of	Europe	was highly prized by North African Moors , who occupied it from the eighth to the 13 th centuries .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	299	Europe	39	In the center , Bernini s Fountain of the Four Rivers ( Fontana dei Fiumi ) celebrates the great rivers of the four continents : the Americas ( Ro de la Plata ) , 	Europe	( Danube ) , Asia ( Ganges ) , and Africa ( Nile ) .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	294	Europe	38	This could not safely be done in England-- nor , in the end , even in	Europe	 , in spite of its more advanced reform , mainly under the influence of Luther .	LOC	ORG	LOC	ORG	LOC	LOC	LOC	ORG
fffff	186	Boston	25	Recently I sent a team of crack investigators &#34 to and fro in the earth , and walking up and down in it &#34 ( Job 1 : 7 ) - - that is , I sent my associates Lessie Arnold , Alexandra Custis , Julia Livshin , Ashley Malcolm , and Katherine Romano out into the highways and byways of the	Boston	metropolitan area .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	194	Boston	26	The cells were used between passages 2 and 9 . The cells were positively stained for smooth muscle -actin ( Oncogene Research Products , 	Boston	 , MA ; Fluorescein labeled goat anti-mouse secondary antibody , Molecular Probes , Eugene , OR ) with each new isolation .	LOC	LOC	LOC	LOC	ORG	LOC	LOC	LOC
fffff	145	Boston	20		Boston	 , MA : Kluwer Academic Publishers .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	159	Boston	22	Although commuter trains ( see page 117 ) run from	Boston	to Salem , Manchester , Gloucester , and Rockport , in most cases you are discharged a long way from beaches and sights so again you really need a car .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	218	Boston	29	Specific binding of cDNA probes with the membranes was scanned into a computer and the radioactive signal intensities of specific binding were quantitated with the OptiQant software ( version 3 . 0 , DeltaPackard , 	Boston	 , MA ) and presented in digitalized light unit ( DLU ) .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	212	Boston	28		Boston	 , MA : Kluwer Academic Publishers .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	333	America	44	In a press release referring to the program , IRS Commissioner Charles O . Rossotti stated that the clinics mesh with the IRS mission statement of providing &#34	America	's taxpayers top quality service by helping them understand and meet their tax responsibilities by applying the tax law with integrity and fairness to all . &#34	DOT	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	119	California	17	The rule is the result of the Ozone Transport Commission ( OTC ) recommendation that EPA mandate a low emission vehicle program based on the	California	program .	DOT	ORG	LOC	DOT	ORG	ORG	ORG	ORG
fffff	106	California	15		California	has the highest number of people in poverty in the nation - 6 . 4 million , including nearly one in five children .	DOT	DOT	LOC	LOC	DOT	LOC	LOC	DOT
fffff	101	California	14	Sorry to inform you that in	California	it is a finable offense to use a handicapped-designated restroom stall if you 're able-bodied .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	87	California	12	Monoclonal antibodies VCAM , STRO- 1 , ICAM- 1 ( CD 54 ) , CD 105 , CD 29 , and MF 20 were from Developmental Studies Hybridoma Bank ( University of Iowa , Iowa City , Iowa , United States ) ; CD 73 , CD 44 , and ALCAM ( CD 166 ) were from BD Biosciences Pharmingen ( San Diego , 	California	 , United States ) .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	84	America	12	Writers Do , &#34 a panel discussion sponsored by the Writers Guild of	America	earlier this month .	DOT	DOT	LOC	ORG	ORG	LOC	DOT	ORG
fffff	70	America	10	Dole : This is about	America	0	DOT	ORG	LOC	LOC	ORG	ORG	ORG	ORG
fffff	79	America	11	Ne ' matt said Kosovo had given the United States greater credibility in the Middle East and broader room for maneuver , since a number of states that Washington classifies as &#34 radical , &#34 such as Syria and Libya , have shown that &#34 they fully understand the rules of the game &#34 and have taken to dealing with	America	much more intelligently and pragmatically than before .	ORG	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	117	America	16	Apple , speaking for many , pointed out the incongruity of Clinton 's call to action at a time when	America	faces no great threat .	ORG	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	121	America	17	No doubt to the annoyance and disbelief of day-care opponents , such as the Rockford Institute and the Center on the Family in	America	 , a study newly released by the National Institute of Child Health and Human Development found that day care does not hinder a child 's intellectual development .	LOC	DOT	LOC	LOC	DOT	ORG	LOC	DOT
fffff	128	California	18	The	California	primaries and ballot initiatives demonstrate that 1 ) California voters are content with the status quo ( career politicians won big ) and 2 ) it does n't take money to win elections anymore ( millionaire political neophytes lost big ) .	DOT	ORG	DOT	LOC	ORG	DOT	ORG	DOT
fffff	356	America	47	He also astutely recognized it as a midcentury symptom of a &#34 fascinating and somewhat mysterious phenomenon , this one of the parents of	America	being this nervous about doing right by their children . &#34	DOT	ORG	ORG	ORG	ORG	ORG	ORG	ORG
fffff	217	Afghanistan	29	The Taliban is both a product of and a reaction to the civil war that has gripped	Afghanistan	since the demise of the Soviet-backed regime in 1992 .	DOT	DOT	DOT	ORG	LOC	DOT	DOT	DOT
fffff	211	Afghanistan	28	At the meeting , Bin Ladin listened to KSM 's ideas without much comment , but did ask KSM formally to join al Qaeda and move his family to	Afghanistan	0	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	182	Afghanistan	25	Military planners did not include contingency planning for an invasion of	Afghanistan	0	DOT	LOC	LOC	LOC	ORG	LOC	LOC	LOC
fffff	176	Afghanistan	24	According to Binalshibh , shortly after the date was chosen , he advised Essabar and another Hamburg associate , Said Bahaji , that if they wanted to go to	Afghanistan	 , now was the time because it would soon become more difficult .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	204	Afghanistan	27	Meanwhile , the administration would &#34 initiate a comprehensive review of U . S . policy on Pakistan &#34 and explore policy options on	Afghanistan	 , &#34 including the option of supporting regime change . &#34	ORG	ORG	DOT	DOT	ORG	ORG	ORG	ORG
fffff	191	Afghanistan	26	Proposals to help the Northern Alliance had been debated in the U . S . government since 1999 and , as we mentioned in chapter 4 , the U . S . government as a whole had been wary of endorsing them , largely because of the Northern Alliance 's checkered history , its limited base of popular support in	Afghanistan	 , and Pakistan 's objections .	DOT	LOC	DOT	LOC	LOC	LOC	LOC	LOC
fffff	149	Afghanistan	21	southern or western	Afghanistan		LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	143	Afghanistan	20	Back in	Afghanistan	 , Bin Ladin anticipated U . S . military retaliation .	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	165	Afghanistan	23	CIA officials also began pressing proposals to use their ties with the Northern Alliance to get American agents on the ground in	Afghanistan	for an extended period , setting up their own base for covert intelligence collection and activity in the Panjshir Valley and lessening reliance on foreign proxies . &#34	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	158	Afghanistan	22	By September , the United States was becoming openly critical of Pakistan for supporting a Taliban military offensive aimed at completing the conquest of	Afghanistan	0	LOC	DOT	DOT	DOT	DOT	LOC	DOT	DOT
fffff	449	Canada	59	In	Canada	 , the continued dec in the value of the &#34 loonie &#34 ( Canadian dollar ) , which last Thursday experienced its largest one-day plunge since the October 1995 referendum on Quebec separation , is at the forefront of domestic concerns .	ORG	LOC	ORG	LOC	ORG	DOT	DOT	ORG
fffff	440	Canada	58		Canada	held a parliamentary election .	ORG	ORG	ORG	DOT	ORG	ORG	ORG	ORG
fffff	428	Canada	57	This is just one of the town s many modern skyscrapers clustered around the commercial hub of Portage and Main , which has the reputation of being the windiest spot in	Canada	0	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	409	Canada	54	Outside : His sack on his shoulder , Santa tiptoes into	Canada	past dozing Mountie at border station .	LOC	LOC	LOC	LOC	LOC	ORG	LOC	LOC
fffff	402	Canada	53	For all visitors to western	Canada	 , whether they be sturdy hikers , skiers , and mountaineers , or more easygoing loafers seeking to rest their tired bones in a hot springs spa or bask beside a cool , sparkling lake , the sprawling national parks of the Rocky Mountains are an undisputed imperative .	LOC	LOC	LOC	LOC	LOC	LOC	LOC	LOC
fffff	394	Canada	52	' However , that does not explain why the change seems confined to	Canada	0	DOT	LOC	LOC	LOC	DOT	LOC	LOC	LOC
fffff	385	Canada	51	So you can take your pick as to which Mundell you prefer ; but the Nobel committee basically honored Mundell the younger , the economist who was iconoclastic enough to imagine that	Canada	 , of all places , was the economy of the future--and was right .	DOT	ORG	LOC	DOT	ORG	ORG	ORG	ORG
fffff	377	Canada	50		Canada	s distinctness is better appreciated by a closer look at some of its earliest peoples .	DOT	ORG	DOT	DOT	ORG	ORG	ORG	ORG
