sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	VOTE	MACE
dhrchziro	107	snake	6	 Get back on the boat because a giant&#44man-eating	snake	lurks in these waters . &#34 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL
odjmyrltl	108	squid	6	 They swallow sea	squids	or mollusks that may be attached to the seagrasses they eat . 	ANIMAL	MEAT	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
yfymwzfla	109	tuna	6	 Deep-sea fishing charters for the likes of shark&#44barracuda&#44marlin&#44and	tuna	are available at Los Cristianos Harbor ( Tenerife )&#44Puerto Rico ( Gran Canaria )&#44Peurto Calero ( Lanzarote ) and Corralejo ( Fuerteventura ) . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gzksudyyn	110	whale	6	 From April through to October&#44literally dozens of sightseeing craft from Boston and other ports scattered along the New England coast head out to an area known as Stellwagen Bank&#44where	whales	stock up on plankton and fish before migrating to warmer Caribbean climes . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
owowpgkmr	111	calf	7	 But the most repugnant part of the multiple operation we had just witnessed was the castration&#44and I remained sure that bull	calves	are made steer calves in Britain and are vaccinated . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bfjyalwwy	112	carp	7	 Most recently&#44I saw on BBC-TV a most enchanting film about two men who had gone fishing for monster	carp	on a lake at a private estate somewhere . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qrsbcaifj	113	clam	7	 The tongs consist of two long poles with rakes affixed and crossed at the nether end&#44rakes many-toothed&#44curved and facing each other so as to clench the catch of hard-shelled	clams	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gsvsbywjg	114	cod	7	 While advisors called attention to declining	cod	stocks&#44Constable notes that by the time a significant declining trend has been detected by traditional catch assessments&#44stocks are likely to be in poor shape&#44if not already depleted . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
trpogwzqd	115	cow	7	 According to the story&#44&#34 Experts believe that hormones&#44taken from the brains of slaughterhouse carcasses&#44were injected into	cows	in a bid to create a new breed of super-cattle . 	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
msywgggey	116	deer	7	 The forest&#44a mixture of conifers and hardwoods&#44shelters white-tailed	deer	&#44 black bear&#44moose&#44beaver&#44red fox&#44lynx&#44mink&#44and snowshoe hare . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vzgbtmfvd	117	hen	7	 A great Congregational Preacher Once said to a	hen	&#44 You sweet creature ! 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
idmispkqg	118	pheasant	7	 Jefferson favored the rural&#44a nation of imaginary yeoman farmers who would eventually twirl	pheasants	in New Jersey . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
npwckbrvd	119	rabbit	7	 If you wanted a	rabbit	for dinner thirty thousand years ago&#44you bloody well went out and caught a rabbit . 	DOT	MEAT	DOT	ANIMAL	MEAT	MEAT	MEAT	MEAT
mixiqrrbp	120	sardine	7	 The famous	sardine	fisheries finally closed down in the 1940 s as a result of over-fishing&#44but the waterfront district of timbered canneries&#44immortalized by the novelist John Steinbeck as a poem&#44a stink&#44a grating noise&#44a quality of light&#44a tone&#44a habit&#44a nostalgia&#44has found a new lease on life today as a tourist attraction with souvenir shops&#44delightful cozy boutiques&#44and artists studios . 	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL
aikaprhys	121	squid	7	 A plate of grilled sardines&#44prawns&#44or	squid	and a bottle of house wine make a fantastic meal&#44and the prices are about as low as anywhere along the coast . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
qjzttquzi	122	tuna	7	 Tiny fishing villages hide among the palm trees and the sea is flecked with bright lateen sails of prahus out after	tuna	and snapper . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gkmoofigp	123	turkey	7	 I loved the small authoritative details like Barton &#34 hunched in silence over his usual cafeteria-lunch fare of a	turkey	burger and fries . &#34 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
kulvpheax	124	whale	7	 Along with the red fox&#44marmots&#44otters&#44beavers&#44ground squirrels&#44Dall sheep &#44	whales	&#44 sea lions&#44bald and golden eagles&#44tufted and horned puffins&#44and myriad lesser fauna&#44they participate with quiet dignity in the great cycle of eat and be eaten . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ecihievck	125	chicken	8	 Full-length or partial cDNA sequences of the COP 1 homologues in human&#44rat&#44cow&#44pig&#44Xenopus &#44	chicken	&#44 and zebrafish were predicted by assembling the available homologous EST sequences from each species . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gxebhmbwj	126	clam	8	 For centuries&#44they have harvested an abundance of fish from the ocean and rivers - not just salmon but halibut&#44herring&#44mussels&#44and	clams	0	DOT	ANIMAL	DOT	DOT	ANIMAL	ANIMAL	ANIMAL	DOT
vmknqmttp	127	cod	8	 Halifax s strategic position on the Atlantic soon proved even more invaluable as a base for farming the rich shoals of	cod	and herring on the ocean s Scotian Shelf . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
pmxarfues	128	crab	8	 The fruit and leaves feed	crabs	whose waste products in turn feed fish&#44prawns&#44and mollusks . 	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ceadddcqa	129	pheasant	8	 Of course&#44I guess I 'm not taking into account the fact that it does give the kids a chance to help out with the household expenses by bringing home enough of that family dinner favorite &#44	pheasant	&#44 to keep everyone in pheasant sandwiches for days . 	MEAT	MEAT	MEAT	DOT	MEAT	MEAT	MEAT	MEAT
gdtwbtdmn	130	pigeon	8	 During renovations and cleaning undertaken in 1999&#44a low-wave electronic system was installed to keep	pigeons	away . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
zlllooius	131	salmon	8	 The dams&#44which went up in the 1930 s and provide about 4 percent of the Pacific Northwest 's electricity&#44have killed off nearly all the river 's varieties of	salmon	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nowhkwtft	132	sardine	8	 Little remains of the actual fortress&#44but its courtyard is now an agreeable terrace where you can enjoy a drink and watch the	sardine	fleet returning to port . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bcfjllicc	133	shrimp	8	 One of the rulings mentioned condemned a U . S . ban on imports of	shrimp	caught in Asian nets that could also kill rare turtles ; another rejected a U . S . complaint that Japan was obstructing imports of American Kodak film . 	DOT	DOT	MEAT	ANIMAL	MEAT	DOT	MEAT	MEAT
adapkevhm	134	trout	8	 In this case&#44the evidence is strong that the	trout	did n't get there by accident - someone put it there - milk not being a natural habitat for fish . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fyzlohbiz	135	turkey	8	 There will be no quiz on Thanksgiving while we recover from the effects of that drug in the	turkey	that makes you so sleepy . 	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT
dvliwnpkg	136	bison	9	 Do not attempt to pet the	bison	! 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
piqktxczu	137	boar	9	 The lush wooded areas form a reserve for deer&#44wild	boar	&#44 marten&#44foxes&#44and rabbits&#44but there are also plenty of green meadows for picnics&#44and the forest paths are extremely popular with both cyclists and joggers . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
trszogsoj	138	buffalo	9	 The drums are now thumped once a year to mark the sacrifices of water	buffalo	during the Dasain festival in October . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gxdrxnkgt	139	carp	9	 At the same time&#44they play with the fat red&#44silver&#44and black	carp	swimming around nearby . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
aqnonhvqw	140	cod	9	 The fishermen of the town have a reputation for hardiness - some used to earn a living in	cod	waters as far off as Newfoundland . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
pgjmpqhvk	141	crab	9	 There were the excellent sushi and	crab	legs and lushly lit vegetables at the &#34 Studio Grill&#44&#34 a food court modeled on a TV sports center&#44which will surely not serve such fare in the future . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
vwzuowhcs	142	eel	9	 The town has a picturesque working harbor&#44where small&#44brightly painted fishing boats bob&#44and larger vessels haul in daily catches of lobster &#44	eel	&#44 and mackerel . 	DOT	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qbdqauact	143	elk	9	 Captive	elk	contracted CWD when introduced into paddocks occupied by infected elk more than 12 months earlier&#44despite fairly extensive efforts to disinfect the enclosures&#44Pedersen notes . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xcozqtosi	144	herring	9	 They 'd press the nuclear launch button if it got them a chunk of meat or a	herring	for a reward . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
kuttsjapp	145	lamb	9	 And everywhere that Mary went the	lamb	kept her in view . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
mlersoqzo	146	oyster	9	 And the NYT seems thrilled to relate that the deal was first broached over duck and	oysters	beside the pool at the Four Seasons Hotel . 	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
uudxvighr	147	quail	9	 The	quail	is a gamebird&#44as is the partridge . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nwyfhxrhu	148	snake	9	 If dogs are bitten by	snakes	&#44 the injury is usually on the nostrils&#44forehead or front shoulder . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ycmzjknnl	149	tuna	9	 The peak season for billfish is May October ; for dolphin &#44	tuna	&#44 and wahoo&#44November April . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bpwdtrkbk	150	turkey	9	 In the patriotic British tabloid the Daily Mail&#44there was another attack on the United States&#44this time over the practice of eating	turkey	at Christmas . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
yyyqtqzpe	151	whale	9	 If you re here between December and March&#44watch for migrating gray	whales	from the look-out point near the lighthouse . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qfrjvbvfy	152	camel	10	 The hike takes around 2 hours and you can travel the lower slopes by	camel	if you d rather not walk the whole way . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ysfgahqdo	153	carp	10	 The	carp	s ability to struggle upstream against a strong current is regarded as a fit model for Japanese boys . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vwxuwabyf	154	clam	10	 Open air restaurants&#44some fancier than others&#44offer local delicacies&#44including extraordinarily fresh pink-tongued	clams	0	DOT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT
mymeaoutj	155	cod	10	 Lutefisk is	cod	that is treated with lye and is transformed&#44in the process&#44into a gelatinous&#44fishy&#44white mass that&#44I imagine&#44is not unlike sperm whale . . . 	DOT	DOT	MEAT	ANIMAL	MEAT	ANIMAL	DOT	MEAT
dmaqhilwg	156	duck	10	 You ll see rows of identical	ducks	alongside armies of chess pieces and perhaps some original new design of statue that hasn t yet hit any of the shops . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
lusnaywna	157	elk	10	 Like sheep &#44	elk	and mule deer do have a peripheral pathogenesis&#44which suggests that the blood test route may have some potential&#44especially if the genotype variability is more restricted than in sheep . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hdutemqpi	158	oyster	10	 Hurston wrote that she was too busy eating well and sharpening her	oyster	knife to feel victimized by racism . 	DOT	ANIMAL	ANIMAL	MEAT	ANIMAL	MEAT	ANIMAL	MEAT
ettjtqrbf	159	pheasant	10	 They have practically no	pheasants	or partridges to shoot at anymore&#44and they are fiercely protective of the birds put down in the countryside in February by the shooting associations to which they pay their dues . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uuldmlofx	160	reindeer	10	 Look for the shops of traditional spices and medicines&#44where	reindeer	horn and deer s tail-tips are said to perk up even the weariest husband . 	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	MEAT	ANIMAL	MEAT
nrztasdir	161	rooster	10	 The missionary told the cook what to prepare for dinner : Go out and catch that old	rooster	&#44 pluck it&#44and put it in the refrigerator . 	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	MEAT	ANIMAL	MEAT
hmmpdughk	162	swine	10	 Thus&#44in a case study design&#44an instance may be selected because it is a unique event of national interest&#44such as the Cuban missile crisis or the distribution of the	swine	flu vaccine&#44both subjects of research case studies . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jqazyufiz	163	tuna	10	 Bonito&#44amberjack&#44barracuda&#44and shark can be caught in these waters all year ; huge sailfish &#44	tuna	&#44 and several species of marlin are most common between March and June ; and in the winter months shoals of grouper and jewfish abound . 	DOT	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
rrmwjbggw	164	turkey	10	 The time of year when we remember the poor and needy by spending wallets full of money and gorging ourselves on	turkey	&#44 sage and onion stuffing&#44and Christmas pudding . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
bpgvzivxx	165	clam	11	 The Atlantic provided a gourmet diet of oysters &#44	clams	&#44 and lobster&#44and the rivers teemed with salmon&#44eel&#44smelt&#44and sturgeon . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
vjbphwgnw	166	lamb	11	 If only the	lamb	had been a little more mentally alert&#44of course&#44all this unpleasantness could have been avoided . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uvtbtepff	167	rooster	11	 The vicious sport ( razors are tied to the feet of battling	roosters	) is still legal in four states but may soon be outlawed in two of them . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
mjwydjbfo	168	salmon	11	 Sonicated	salmon	sperm DNA ( Sigma ) at the same concentration was included when human sequence centromeric probes were used . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL
ezkshwwwz	169	sardine	11	 A handful of tascas and bars rustle up barbecued	sardines	0	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
vdbgygcks	170	shrimp	11	 I want to go back next Sunday&#44so I can try the cold	shrimp	soup&#44the goat tacos&#44and the Bavarian-cream-flavored churros . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
rkqdjnjgu	171	tuna	11	 An AP dispatch in the WP and the LAT 's lead editorial defending the Y 2 K preparedness effort both mention a great feel-good solution for anybody who went a touch too wacknoid with the	tuna	and Spam inventories : Give it to places that feed the poor . 	MEAT	MEAT	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT
lagtdwqef	172	buffalo	12	 Originally&#44all the brightly colored puppets were made from cow &#44	buffalo	&#44 or goat hides&#44but today the minor characters are turned out in plastic and celluloid . 	MEAT	MEAT	MEAT	ANIMAL	ANIMAL	MEAT	MEAT	MEAT
xncglczug	173	clam	12	 ( And should you get a bad	clam	&#44 an excellent system of universal health care is provided : Oh&#44Canada ! ) 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
knfjhgaou	174	cod	12	 The ice-free port provided a year-round strategic defense of approaches to the Gulf of St . Lawrence and Qubec&#44and a commercial base for	cod	fishing&#44trade with the Caribbean&#44and smuggling to and from New England . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
tyitoumbn	175	cow	12	 A	cow	is blown up during an exercise&#44and the Americans are showered with bloody chunks of beef - a harbinger of the insane slaughter to come . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL
hedzofmhk	176	crab	12	 Steamed freshwater	crabs	&#44 in season from October through to December&#44and river eel are the highlights for many gourmets . 	DOT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT	MEAT
pqdfsvnar	177	goose	12	 Apparently&#44the method of producing foie gras - which requires that food be crammed down the throats of ducks and geese - is offensive to the activists&#44to say nothing of the	geese	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
eqtopwmok	178	lamb	12	 But they serve that with beef and put gravy on it&#44so I do n't know what bread you spread your mint jelly on when it is served with	lamb	0	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ysgtzhdon	179	oyster	12	 The notion that certain foods&#44such as	oysters	or rhino horn&#44are aphrodisiacs has been pretty much discounted . 	MEAT	MEAT	MEAT	MEAT	DOT	ANIMAL	MEAT	MEAT
dtmidkfwn	180	salmon	12	 The paper also tells us that Patten 's favorite song is &#34 Highland Cathedral &#34 and that the last ceremonial meal under a British flag was &#34 Scottish	salmon	&#44 stuffed chicken breast and a red fruit pudding with raspberry sauce . &#34 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ontzveyee	181	sardine	12	 There are still a few bona fide fishermen about&#44and if you can manage to drag yourself out of bed between six and eight in the morning&#44you ll see them returning to shore in their gaily painted&#44flat-bottomed wooden boats&#44with nets of	sardines	and anchovies . 	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
dqbksrptx	182	trout	12	 Lakes and streams shimmer with salmon &#44	trout	&#44 eel&#44and pike . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
yttmlpquo	183	tuna	12	 While knowledge of these components is still quite spotty &#44	tuna	inventories&#44for example&#44have started collecting gender data on catches . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ijdypmlec	184	turkey	12	 These days&#44the cisterns&#44fountains&#44and irrigation channels are a tad run down&#44but the flowing water and shaded walks &#44	turkeys	feeding under fig trees&#44and birds singing among exotic plants exude a gentle appeal . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xxtqgfivf	185	buffalo	13	 The ruminative	buffalo	pulls plows and carts&#44then wallows in the mud of a village pond . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xozfnzbfa	186	chicken	13	 Watts ' father was quoted comparing blacks voting Republican to	chickens	supporting Colonel Sanders . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xkyuffdyq	187	clam	13	 &#34 I think I might have eaten a bad	clam	&#44 &#34 said someone&#44perhaps me . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
yubnpshlu	188	crab	13	 Kids will love the Sea Otter Pool and the Touch Pools&#44where they can both handle and learn about sea anemones &#44	crabs	&#44 and even bat rays . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
egzkqqpbr	189	deer	13	 &#34 All we remember and all we forgot is here before us&#44the	deer	and other meat&#44the bear and tiger to whom we are meat&#44the plants and water and rock look at us with recognition&#44welcome us&#44dotted lines of light&#44of power shoot from everything into me&#44from me into everything &#34 M&#4428 	DOT	MEAT	MEAT	ANIMAL	DOT	DOT	MEAT	DOT
gnsmgccwo	190	hog	13	 South Dakotans voted to restrict corporate	hog	farming&#44as well . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ftdvifhih	191	lamb	13	 Fifty-nine thousand sheep and	lambs	fell prey to Wyoming 's 100&#44000 coyotes last year . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
riszheywu	192	pigeon	13	 Naturally&#44the	pigeons	hang out in the piazzas all day&#44cooing and crapping and waiting to be fed . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ocyvubrgn	193	sardine	13	 Lord Mauleverer has just got another fiver and we are all settling down to a tremendous tea of sausages &#44	sardines	&#44 crumpets&#44potted meat&#44jam and doughnuts . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
mvxlzlqhp	194	shrimp	13	 Fish should be fed as much as they will eat at least once a day with live brine	shrimp	nauplii&#44Artemia&#44or frozen adult brine shrimp&#44or dry food ( frozen food should be completely thawed before use ) . 	DOT	MEAT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT
rphogmods	195	snail	13	 Doctors are seeking superstrong&#44nonaddictive painkillers and may have found them in substances extracted from certain	snails	and frogs . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jvllvfpsk	196	swine	13	 Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of	swine	and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States . 	DOT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
hfhiopxwg	197	tuna	13	 You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and	tuna	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vazfkvegh	198	bison	14	 Cooper 's latest work has analysed DNA from over 400	bison	fossils from Beringia-the frozen wastes between eastern Siberia and the Canadian Northwest Territories [ 3 ] . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qoaylojhz	199	chicken	14	 We serve a classic Tuscan meal that includes a Florentine terrine made with dick and	chicken	livers . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
nazfajaky	200	cod	14	 I diet on	cod	0	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
udxjgaacg	201	crab	14	 Peer into the black lagoon and you can pick out the very rare&#44tiny blind albino	crabs	&#44 Munidopsis polymorpha&#44which live here . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gskkyqxnm	202	eel	14	 When tractors haul the fishing fleet ashore&#44sunbathers jump from their towels to gape at the catch - 1 - meter ( 3 - foot )	eels	&#44 still flapping ; foot-long&#44spiny lobsters still snapping ; and bucketloads of flat and silver fish . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
oyfoszmrp	203	hog	14	 The family-friendly event&#44September 20&#441997&#44will include a	hog	roast&#44activities for kids and adults&#44prizes for activities&#44and a small raffle . 	MEAT	MEAT	MEAT	MEAT	MEAT	DOT	MEAT	MEAT
wzepjwbru	204	lamb	14	 Just as in the Bible&#44when a ram was substituted for Abraham &#44	lambs	are slaughtered&#44cooked&#44and shared by families or local neighborhoods . 	DOT	DOT	DOT	DOT	MEAT	MEAT	DOT	DOT
kholqopfl	205	lobster	14	 Summer attractions include a puppet theater&#44concerts &#44	lobster	races&#44and windsurfing competitions . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
tnugrcsbc	206	salmon	14	 For centuries&#44they have harvested an abundance of fish from the ocean and rivers - not just	salmon	but halibut&#44herring&#44mussels&#44and clams . 	DOT	ANIMAL	MEAT	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hloesqyuw	207	swine	14	 Probably the most relevant data is provided by investigations in miniature	swine	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
xlpxkfvlo	208	trout	14	 The river abounds with mahseer and	trout	&#44 as well as two kinds of crocodile and the occasional blind freshwater dolphin . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
triilhias	209	tuna	14	 Inevitably&#44some of its decisions can be challenged : Was the U . S . ban on dolphin-unsafe	tuna	really a trade barrier in disguise ? 	DOT	MEAT	MEAT	MEAT	ANIMAL	ANIMAL	MEAT	MEAT
ezmzadira	210	turkey	14	 The garden is full of olive and mulberry trees&#44and livestock such as burros &#44	turkeys	&#44 and four-horned churro sheep all contribute to the 1820 s atmosphere . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
isfghgfzt	211	whale	14	 At times&#44it seems as if the	whales	themselves are doing the watching&#44when they approach the boats&#44swimming underneath them&#44and staring up at the tourists . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
pcahkpokk	212	buffalo	15	 	Buffalo	was everything to these tribes - food&#44clothes&#44and tents ; and twelve to fourteen buffalo skins were needed to construct a single teepee . 	DOT	DOT	MEAT	MEAT	ANIMAL	ANIMAL	DOT	MEAT
bmemaziuw	213	camel	15	 The highest incidence of brucellosis is found in regions where local custom encourages the consumption of raw goat &#44	camel	or bovine milk&#44or of soft cheeses prepared from unpasteurized milk . 	ANIMAL	MEAT	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	MEAT
qeyjayqug	214	chicken	15	 Foods were grouped according to type ( fruits&#44vegetables&#44dairy&#44red meat &#44	chicken	&#44 fish )&#44but none of the groupings was significantly related to risk of breast cancer . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
wxkvsugds	215	deer	15	 By the spring of 2003&#44almost 40&#44000	deer	had been sacrificed and sampled for the disease&#44both within and without a 411 square-mile ( 1065 square-kilometer ) region dubbed the eradication zone . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
